,SMILES,Experimental value
639,O=C1OC3CC(C1(=C))(C)C2C(=O)C7(O)(OC24(C(O)(C(=O)OC34(C))CCC6C7(C(O)C=C5CC=CC(=O)C56(C)))),1
640,O=C1OC4CC3(C)(C1COC28(OC5(C3(C2(=O)))(C(O)(C(=O)OC45(C))CCC7C8(CC=C6CC=CC(=O)C67(C))))),1
641,O=C1OC3CC(C1(=C))(C)C2C(=O)C7(O)(OC24(C(O)(C(=O)OC34(C))CCC6C7(CC=C5CC=CC(=O)C56(C)))),1
642,O=C(OC)C4(O)(n2c1cc(OC)ccc1c3c2C5N(CC3)CCCC5(C(=O)C)(C4)),1
643,O=C1OC4CC3(C)(C1COC28(OC5(C3(C2(=O)))(C(O)(C(=O)OC45(C))CCC6C8(CC(O)C7(O)(CC=CC(=O)C67(C)))))),1
644,O=C1OC4CC3(C)(C1COC28(OC5(C3(C2(=O)))(C(O)(C(=O)OC45(C))CCC6C8(C(O)CC7(O)(CC=CC(=O)C67(C)))))),1
645,O=C1OC4CC3(C)(C1COC29(OC5(C3(C2(=O)))(C(O)(C(=O)OC45(C))CCC6C9(CC8OC78(CC=CC(=O)C67(C)))))),1
646,O=C1OC3CC(C)(C1C)C2C(=O)C7(O)(OC24(C(O)(C(=O)OC34(C))CCC6C7(C(O)C=C5C=CCC(=O)C56(C)))),1
647,O=C1OC4CC3(C)(C1COC28(C(=O)OC5(C23)(C(O)(C(=O)OC45(C))CCC7C8(C=CC6=CC(O)CC(=O)C67(C))))),1
648,O=C1OC=C(C=C1)C4CCC5(O)(C6(O)(CC(OC(=O)C)C3=CC(OC2OC(CO)C(O)C(O)C2(O))CCC3(C)C6(CCC45(C)))),1
649,O=CC67(CCC(OC2OC(C)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))CC7(O)(CCC4C6(CCC5(C)(C(C3=COC(=O)C=C3)CCC45(O))))),1
650,O=CC56(CCC(OC1OC(C)C(O)C(O)C1(O))CC6(O)(CCC3C5(CCC4(C)(C(C2=COC(=O)C=C2)CCC34(O))))),1
651,O=CC56(CCC(OC1OC(C)C(O)C(O)C1(O))CC6(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)C(O)CC34(O))))),1
652,O=C1OCC(=C1)C4C(O)CC5(O)(C6CCC3CC(OC2OC(C)C(O)C(O)C2(O))CCC3(CO)C6(CCC45(C))),1
653,O=C(OC5C4C6C(=CC)CN3C(C2=Nc1ccccc1C25(CC34))C6)C,1
654,O=CC78(CCC(OC3OC(C)C(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))C(OC)C3)CC8(O)(CCC5C7(CCC6(C)(C(C4=CC(=O)OC4)CCC56(O))))),1
655,O=CC67(CCC(OC2OC(C)C(OC1OC(CO)C(O)C(O)C1(O))C(OC)C2)CC7(O)(CCC4C6(CCC5(C)(C(C3=CC(=O)OC3)CCC45(O))))),1
656,O=CC56(CCC(OC1OC(C)C(O)C(OC)C1)CC6(O)(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)CCC34(O))))),1
657,O=C1OCC(=C1)C3CCC4(O)(C5CCC6(O)(CC(OC2OC(C)C(O)C(OC)C2)CCC6(CO)(C5(CCC34(C))))),1
658,O=CC56(CCC(OC1OC(C)C(O)C(O)C1(O))CC6(O)(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)CCC34(O))))),1
659,O=CC56(CCC(OC1OC(C)C(O)C(OC)C1(O))CC6(O)(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)CCC34(O))))),1
660,O=CC56(CCC(OC1OC(C)C(O)C(OC)C1)CC6(O)(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)C(O)CC34(O))))),1
661,O=C1OCC(=C1)C4CCC5(O)(C67(OC7(CC3CC(OC2OC(C)C(O)C(O)C2(O))CCC3(C)C6(CC(O)C45(C))))),1
662,O=C1OCC(=C1)C3CCC4(O)(C5CCC6(O)(CC(OC2OC(C)C(O)C(O)C2(O))CCC6(CO)(C5(CCC34(C))))),1
664,O=C(OC)C3=C2Nc1ccccc1C25(CCN4CCCC(C(=O)C)(C3)C45),1
665,O=CC67(CCC(OC2OC(C)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))CC7(O)(CCC4C6(CCC5(C)(C(C3=CC(=O)OC3)CCC45(O))))),1
666,O=C(O)C45(CCC2(C(=CCC1C3(C)(CCC(=O)C(C)(C)C3(CCC12(C))))C5(CC(C)(C)CC4(OC(=O)C(C)CC)))(C)),1
668,O=C1OCC(=C1)C3CCC4(O)(C5CCC6(O)(CC(OC2OC(C)C(O)C(O)C2(O))CCC6(C)(C5(C(O)CC34(C))))),1
669,O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(O)C2(O))CCC3(CO)C6(CCC45(C))),1
670,O=CC37(C(=CC(OC2OCC(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))CC3)CCC5C7(CCC6(C)(C(C4=CC(=O)OC4)CCC56(O)))),1
671,O=CC26(C(=CC(OC1OCC(O)C(O)C1(O))CC2)CCC4C6(CCC5(C)(C(C3=CC(=O)OC3)CCC45(O)))),1
672,O=C1OCC(=C1)C7CCC8(O)(C9CCC6CC(OC5OC(C)C(OC2OC(C)C(O)C(O)C2)C(OC4OC(C)C(O)C(OC3OC(CO)C(O)C(O)C3(O))C4)C5)CCC6(C)C9(CCC78(C))),1
673,O=C1OCC(=C1)C7C(O)CC8(O)(C9CCC6CC(OC5OC(C)C(OC2OC(C)C(O)C(O)C2)C(OC4OC(C)C(O)C(OC3OC(CO)C(O)C(O)C3(O))C4)C5)CCC6(C)C9(CCC78(C))),1
674,O=C1OCC(=C1)C7CCC8(O)(C9CCC6CC(OC5OC(C)C(OC4OC(C)C(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC(=O)C)C3)C(O)C4)C(O)C5)CCC6(C)C9(CCC78(C))),1
675,O=C(OC)C3=C2Nc1ccccc1C25(CCN4CCCC(C3)(C(O)C)C45),1
676,O=C1OCC(=C1)C7C(O)CC8(O)(C9CCC6CC(OC5OC(C)C(OC4OC(C)C(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC(=O)C)C3)C(O)C4)C(O)C5)CCC6(C)C9(CCC78(C))),1
677,O=C1OCC(=C1)C7CCC8(O)(C9CCC6CC(OC5OC(C)C(OC4OC(C)C(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC(=O)C)C3)C(O)C4)C(O)C5)CCC6(C)C9(CC(O)C78(C))),1
678,O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CCC67(C))),1
679,O=C1OCC(=C1)C6C(O)CC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C))),1
680,O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C))),1
681,O=C1OCC(=C1)C6C(O)CC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CCC67(C))),1
682,O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(OC(=O)C)C2)C(O)C3)C(O)C4)CCC5(C)C8(CCC67(C))),1
683,O=C1OCC(=C1)C5CCC6(O)(C7CCC4CC(OC3OC(C)C(O)C(OC)C3(OC2OC(CO)C(O)C(O)C2(O)))CCC4(C)C7(CCC56(C))),1
684,O=C1OCC(=C1)C5CCC6(O)(C7CCC4CC(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(O)C3)CCC4(C)C7(CCC56(C))),1
685,O=C1OCC(=C1)C5C(O)CC6(O)(C7CCC4CC(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(O)C3)CCC4(C)C7(CCC56(C))),1
686,O=C(OC)C5C2C(=CC)CN3CCC45(c1ccccc1N(C)C34(C(=O)C2)),1
687,O=C1OCC(=C1)C5C(O)CC6(O)(C7CCC4CC(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC)C3(O))CCC4(C)C7(CCC56(C))),1
688,O=COC7CC8(O)(C9CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2)C(O)C3)C(O)C4)CCC5(C)C9(CCC8(C)(C7(C6=CC(=O)OC6)))),1
689,O=COC5CC6(O)(C7CCC3CC(OC2OC(C)C(OC1OC(CO)C(O)C(O)C1(O))C(OC)C2(O))CCC3(C)C7(CCC6(C)(C5(C4=CC(=O)OC4)))),1
690,O=C(O)C45(CCC2(C(=CCC1C3(C)(CCC(=O)C(C)(C)C3(CCC12(C))))C5(CC(C)(C)CC4(OC(=O)C(C)C)))(C)),1
691,O=CC67(CCC(OC2OC(C)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2)CC7(O)(CCC4C6(CCC5(C)(C(C3=CC(=O)OC3)CCC45(O))))),1
692,O=CC78(CCC(OC3OC(C)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))C(O)C3)CC8(O)(CCC5C7(CCC6(C)(C(C4=CC(=O)OC4)CCC56(O))))),1
693,O=CC67(CCC(OC2OC(C)C(OC1OCC(O)C(O)C1(O))C(O)C2)CC7(O)(CCC4C6(CCC5(C)(C(C3=CC(=O)OC3)CCC45(O))))),1
696,O=CC56(CCC(OCCCOCC(=O)COC1OC(CO)C(O)C(O)C1(O))CC6(O)(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)CCC34(O))))),1
697,O=C(OC)C5C3C(=CC)CN2CCC45(c1cc(OC)ccc1N(C)C24(CC3)),1
698,O=C1OCC(=C1)C4CCC5(O)(C6CCC7(O)(CC(OC3OC(COC2C(O)CC(O)OC2(C))C(O)C(O)C3(O))CCC7(CO)(C6(CCC45(C))))),1
699,O=C1OCC(=C1)C5CCC6(O)(C7CCC4CC(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(O)C3(O))CCC4(C)C7(CCC56(C))),1
701,O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(O)C(OC2OC(CO)C(O)C(O)C2(O))C4(OC3OC(CO)C(O)C(O)C3(O)))CCC5(C)C8(CCC67(C))),1
703,O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(O)C2(O))CCC3(C)C6(CCC45(C))),1
704,O=CC56(CCC(OC1OC(C)C(O)C(O)C1)CC6(O)(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)CCC34(O))))),1
705,O=C1OCC(=C1)C4C(OC(=O)C)CC5(O)(C6CCC3CC(OC2OC(C)C(O)C(OC)C2)CCC3(C)C6(CCC45(C))),1
706,O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(OC)C2(O))CCC3(C)C6(CCC45(C))),1
707,O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(OC)C2)CCC3(C)C6(CCC45(C))),1
708,O=C(OC)C4c2[nH]c1ccccc1c2CCN3CCCC(C3)(CC)C4,1
709,O=C1OCC(=C1)C4CCC57(OC67(CCC3CC(OC2OC(C)C(O)C(OC)C2)CCC3(C)C6(CCC45(C)))),1
710,O=C1OCC(=C1)C6CCC24(C(=O)C6(C)(CCC2C5(C)(CCC(OC3OC(C)C(O)C(OC)C3)CC5(CC4)))),1
711,O=C1OCC(=C1)C4C(O)CC5(O)(C6CCC3CC(OC2OC(C)C(O)C(OC)C2(O))CCC3(C)C6(CCC45(C))),1
712,O=C1OCC(=C1)C4C(OC(=O)C)CC5(O)(C6CCC3CC(OC2OC(C)C(O)C(OC)C2(O))CCC3(C)C6(CCC45(C))),1
713,O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(O)C2(O))CCC3(C)C6(C(O)CC45(C))),1
714,O=C1OCC(=C1)C5CCC6(O)(C7CCC4CC(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(O)C3(O))CCC4(C)C7(C(O)CC56(C))),1
715,O=CC56(CCC(OC1OC(C)C(O)C(O)C1(O))CC6(O)(CCC3C5(C(O)CC4(C)(C(C2=CC(=O)OC2)CCC34(O))))),1
716,O=C3OC2CC1C(=CC(O)C(O)C1(C)C5C4(O)(OCC25(C(C3)C(C)C4(O))))C,1
717,O=C3OC2CC1C(=CC(=O)C(O)C1(C)C5C4(O)(OCC25(C(C3)C(C)C4(O))))C,1
719,c1ccc2c(c1)[nH]c4c2CCN3CCCC(C3)(CC)CC4,1
720,O=CC56(CCC(OC1OC(C)C(O)C(OC)C1(O))CC6(CCC3C5(CCC4(C)(C(C2=CC(=O)OC2)CCC34(O))))),1
721,O=CC78(CCC(OC3OC(C)C(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))C(OC)C3(O))CC8(CCC5C7(CCC6(C)(C(C4=CC(=O)OC4)CCC56(O))))),1
722,O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(COC2OC(CO)C(O)C(O)C2(O))C(O)C(O)C3(O))C(OC)C4(O))CCC5(C)C8(CCC67(C))),1
723,O=C9OCC6(OCC78(CCC5C(CCC4CC(OC3OC(C)C(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))C(OC)C3(O))CCC45(C))C8(O)(CCC67)))(C9),1
725,O=S=CCC,1
726,O=S(CCC)SCCC,1
727,O=S(C=CC)SC=CC,1
728,O=S(CCC)SC=CC,1
729,O=S(C=CC)SCCC,1
730,O=C(N2c1c(OC)cccc1C35(CCN4CCCC(CC)(CCC23)C45))C,1
731,O=S(CCC)SC,1
732,O=S(C)SCCC,1
733,O=S(C)SC,1
734,O=S(C=CC)SC,1
735,O=S(C)SC=CC,1
736,CCCSSCCC,1
737,C=CCSSCCC,1
738,[Na+].CCCSS([O-])(=O)=O,1
739,C/C=C/SS(=O)(=O)O,1
740,C/C=C\SS(=O)(=O)O,1
741,O=C(OC1OC(CO)C(O)C(O)C1(O))C(=C)C(O)CO,1
742,C=CCSS(=O)(=O)O.[Na],1
743,C=CCOS(=O)(=S)O,1
744,O=S(C=CC)SCC=C,1
746,O=S(CC=C)SC=CC,1
747,O=S(CC=C)SC,1
748,O=S(C)SCC=C,1
749,O=S(=O)(OCC=C)SCC=C,1
750,C=CCSSCC=C,1
751,C=CCSSSCC=C,1
752,O=C(OC3CC4CN2CCc1c5ccc(OC)cc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6,1
753,OCC4(O)(CC35(CCC2c1ccoc1CCC2(C)C5(CCC4(C3)))),1
754,OCC3(O)(CC24(CCC1c5ccoc5(C=CC1(C)C4(CCC3(C2))))),1
755,O=C1OC5C2=C1CCCC2C4(C(=O)OC(c3cocc3)C4)C(C)C5(O),1
756,O=C1OC5C2=C1CCCC2C4(C(=O)OC(c3cocc3)C4)C(C)C5,1
757,O=C1OC5C2=C1C(O)CCC2C4(C(=O)OC(c3cocc3)C4)C(C)C5,1
759,O=C4OCC56(C(O)CC(C)C2(C(=O)OC(c1cocc1)C2)C6(CC3OC3C45(O))),1
760,O=C1C(=CC3C1(O)C(O)C7(OC7(C4C5OC2(OC5(C(=C)C)(CC(C)C34(O2)))c6ccccc6))(CO))C,1
761,O=C(OC6C(C)C24(OC5(OC(C4(C3OC3(CO)(C(O)C1(O)(C(=O)C(=CC12)C))))C6(O5)(C(=C)C))c7ccccc7))C=CC=Cc8ccccc8,1
762,O=C(OC6C(C)C24(OC5(OC(C4(C3OC3(CO)(C(O)C1(O)(C(=O)C(=CC12)C))))C6(O5)(C(=C)C))c7ccccc7))C=CC=CC=CCCC,1
763,O=C(OC)C4=COC(C)C5CN3CCC2(C(=O)Nc1cc(OC)ccc12)C3CC45,1
764,O=C1C2C=C(CO)C(O)C4(O)(C(O)C(=CC14(C(C)CC3C2C3(C)(C)))C),1
765,O=C(OCC2=CC4C(=O)C3(C=C(C)C(OC(=O)c1ccccc1)C3(O)(C2(O)))(C(C)CC5C4C5(C)(C)))c6ccccc6,1
766,O=C(OC1C(=CC23(C(=O)C(C=C(CO)C(O)C12(O))(C)C4(C)(C(C)(C)C4(C)(CC3(C)))))C)CCCCCCCCCCC,1
767,O=C(OC1C(=CC23(C(=O)C(C=C(CO)C(O)C12(O))C4C(CC3(C))C4(C)(C)))C)C(=CC)C,1
768,O=C1C2C=C(CO)C(O)C4(O)(C(O)C(=CC14(C(C)CC3(O)(C2C3(C)(C))))C),1
769,O=C(OC23(CC(C)C14(C=C(C)C(OC(=O)C(C)C(C)C)C4(O)(C(O)C(=CC(C1(=O))C2C3(C)(C))CO))))CCCCCCCCCCC,1
770,O=C1C2C=C(C)C(O)C4(O)(C(O)C(=CC14(C(C)CC3C2C3(C)(C)))C),1
771,O=C(OCC3=CC2C5OC1(OC5(C(=C)C)(CC(C)C2(O1)C4C=C(C(=O)C4(O)(C3))C))Cc6ccccc6)Cc7ccc(O)c(OC)c7,1
772,O=C(OC1C2C=C(C)C(OC(=O)C)CC(OC(=O)C)C(C=CC(C)C(OC(=O)C)C2(O)(CC1(C)))(C)C)c3ccccc3,1
773,O=C1C(=CC3C(CCC(=C)C(O)C2C(O)C(C)CC12(O))C3(C)(C))C,1
774,c1ccc2c(c1)NC3N(C)CCC23C45(c6ccccc6(NC5(N(C)CC4))),1
775,O=C3OC4CC(C)C2(OC1(C=COC1)CC2)C5(C)(CCCC3(C)C45),1
776,O=C2OC3CC(C)C(O)(CCc1cocc1)C4(C)(CCCC2(C)C34),1
777,OCC3(C)(CCCC2(C)(C3(C(O)CC(C)C2(O)(CCc1cocc1)))),1
778,O=C(OC1C3C4(OC(=O)C)(COC4(CC(O)C3(C(=O)C(OC(=O)C)C2=C(C)C(O)CC1(O)C2(C)C)(C))))c5ccccc5,1
779,O=C(OC1C3C4(OC(=O)C)(COC4(CC(O)C3(C(=O)C(O)C2=C(C)C(O)CC1(O)C2(C)C)(C))))c5ccccc5,1
780,O=C(OC1C3C4(OC(=O)C)(COC4(CC(O)C3(C(=O)C(OC(=O)C)C2=C(C)C(O)CC1(O)C2(C)C)(CO))))c5ccccc5,1
781,O=C(OC2C(=C3C(OC(=O)C)C(OC(=O)C)C4(C)(C(OC(=O)C)CC(OC(=O)C)C1(OC1)C4(C(OC(=O)C)C(C2)C3(C)C)))C)C,1
782,O=C(OC2C(=C3C(OC(=O)C)C(OC(=O)C)C4(C)(C(OC(=O)C)CC1OCC1(OC(=O)C)C4(C(OC(=O)C)C(O)(C2)C3(C)C)))C)C,1
783,O=C(OC1C3C4(OC(=O)C)(COC4(CC(OC(=O)C)C3(C)(C(OC(=O)C)C(OC(=O)C)C2=C(C)C(OC(=O)C)CC1(O)C2(C)C))))c5ccccc5,1
784,O=C(OC1C(=C)C2CC3CC(OC(=O)C)C(=C(C(OC(=O)C)C(OC(=O)C)C2(C)(CC1))C3(C)(C))C)C,1
785,c1ccc2c(c1)NC3N(C)CCC23C56(c4ccccc4N(C)C6(N(C)CC5)),1
786,O=C(OC1C(=C)C2C(OC(=O)C)C3CC(=O)C(=C(C(OC(=O)C)C(OC(=O)C)C2(C)(CC1))C3(C)(C))C)C=Cc4ccccc4,1
787,O=C(OC1C(=C)C2C(OC(=O)C)C3CC(=O)C(=C(C(OC(=O)C)C(OC(=O)C)C2(C)(C(OC(=O)C)C1))C3(C)(C))C)C=Cc4ccccc4,1
788,O=C(OC2C1=C(C)C(O)CC1(C(OC(=O)C)C3C(=C)C(O)CC(OC(=O)C)C3(C)(C2(OC(=O)C)))C(O)(C)C)c4ccccc4,1
789,O=C(OC3C(=C)C4C(OC(=O)C)C1CC(=O)C5(OCC1(C)C5(O)(C(OC(=O)C)C(OC(=O)C)C4(COC(=O)c2ccccc2)(C(OC(=O)C)C3)))(C))C=Cc6ccccc6,1
790,O=C(OC2C(=C)C3C(OC(=O)C)C1CC(=O)C4(OCC1(C)C4(O)(C(OC(=O)C)C(OC(=O)C)C3(C)(C(OC(=O)C)C2)))(C))C=Cc5ccccc5,1
791,O=C(OC2C4=C(C(=O)CC(O)(C(O)C3C(=C)C(OC(=O)CC(c1ccccc1)N(C)C)CCC3(C)(C2(O)))C4(C)C)C)C,1
792,O=C(OC2C(O)C4=C(C(=O)CC(O)(C(O)C3C(=C)C(OC(=O)CC(c1ccccc1)N(C)C)CCC23(C))C4(C)C)C)C,1
793,O=C(OC1C=C4CC(C(=O)C(O)C2=C(C)C(OC(=O)C)CC1C2(C)C)(C)C(O)CC4(OC(=O)C(O)C(c3ccccc3)N(C)C))C,1
794,O=C(OC3CC(C)(C)CC4C2=CCC1C5(C)(CCC(O)C(C)(C)C5(CCC1(C)C2(C)CCC34(C(=O)O))))C(=CC)C,1
795,O=C(OC3C5C6(OC(=O)C)(COC6(CC(O)C5(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(NC(=O)c1ccccc1)c2ccccc2)CC3(O)C4(C)C)(C))))c7ccccc7,1
796,O(c2cc3c1cc(OC)c(OC)cc1c5c(c3(cc2(OC)))CN4CCCC4C5)C,1
797,O=C(OC2C4C5(OC(=O)C)(COC5(CC(O)C4(C(=O)C(OC(=O)C)C3=C(C)C(OC(=O)C(O)C(NC(=O)C(=CC)C)c1ccccc1)CC2(O)C3(C)C)(C))))c6ccccc6,1
798,O=C(OC2C4C5(OC(=O)C)(COC5(CC(O)C4(C(=O)C(OC(=O)C)C3=C(C)C(OC(=O)C(O)C(NC(=O)CCCCC)c1ccccc1)CC2(O)C3(C)C)(C))))c6ccccc6,1
799,O=C(OC3C5C6(OC(=O)C)(COC6(CC(O)C5(C(=O)C(O)C4=C(C)C(OC(=O)C(O)C(NC(=O)c1ccccc1)c2ccccc2)CC3(O)C4(C)C)(C))))c7ccccc7,1
800,O=C(OC2C4C5(OC(=O)C)(COC5(CC(O)C4(C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)C(=CC)C)c1ccccc1)CC2(O)C3(C)C)(C))))c6ccccc6,1
801,O=C(OC2C4=C(C(=O)CC(O)(C(OC(=O)C)C3C(=C)C(OC(=O)CC(c1ccccc1)N(C)C)CCC3(C)(C2(OC(=O)C)))C4(C)C)C)C,1
802,O=C(OC2C4=C(C(=O)CC(C(OC(=O)C)C3C(=C)C(OC(=O)CC(c1ccccc1)N(C)C)CCC3(C)(C2(OC(=O)C)))C4(C)C)C)C,1
803,O=C(O)C2(C)(CCCC3(C)(C1C(C=C(CC1)C(C)C)=CCC23)),1
804,O=C(O)C1(C)(CCCC2(C)(C(C(=C)CCC12)CCC(=CCO)C)),1
805,O=C(O)C2(C)(CCCC3(C)(C1C(=CC(C=C)(C)CC1)CCC23)),1
806,O=C(O)C1(C)(CCCC2(C)(C3C(=CCC12)CC(C=C)(C)CC3)),1
807,Oc1c(OC)ccc3c1c2c(O)c(OC)cc4c2C(C3)[N+](C)(C)CC4,1
808,O=C(O)C5(C(=O)O)(CC(OC1OC(CO)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1(OC(=O)CC(C)C))CC3(C)(C5(CCC24(CC(C(=C)C2(O))CCC34)))),1
810,O=C(OC2C1CCC3C(O)(C)C4CC(O)C(C)(C)C4(O)(C(O)CC23(CC1(O)(C))))C,1
811,OC1CC34(CC(O)(C)C(CCC3(C(=C)C2CC(O)C(C)(C)C12(O)))C4(O)),1
812,OC2CC1C(O)(C)C4CCC3C(O)C4(CC(O)C1(O)C2(C)(C))(CC3(O)(C)),1
813,O=C(OC2C1CCC3C(=C)C4CC(O)C(C)(C)C4(O)(C(O)CC23(CC1(O)(C))))C,1
814,O=C2CC1C(O)(C)C4CCC3C(O)C4(CC(O)C1(O)C2(C)C)(CC3(O)(C)),1
815,OC2CC1C(O)(C)C4CCC3C(=CC4(CC(O)C1(O)C2(C)(C))(C3(O)))C,1
816,OC2CC1C(=C)C4CCC3C(=C)CC4(CC(O)C1(O)C2(C)(C))(C3(O)),1
817,O=C(OC4C1C(=CC24(CC(O)C3(O)(C(C(=C)C2(CC1))CC(O)C3(C)(C))))C)C,1
819,OC2CC1C(=C)C4CCC3CC4(CC(O)C1(O)C2(C)(C))(CC3(O)(C)),1
820,O=C(OC4C(O)C2(O)(C(C1OC1C2(C)(C))C(O)(C)C5CCC3CC45(CC3(O)(C))))C,1
821,OC3CC2C(O)(C)C4CCC1C(O)C4(CC1(O)(C))(C(O)C(O)C2(O)C3(C)(C)),1
822,OC3CC2C(=C)C4CCC1C(O)C4(CC1(O)(C))(C(O)C(O)C2(O)C3(C)(C)),1
823,O=C(OC1C(O)C34(CC(O)(C)C(CCC3(C(O)(C)C2CC(O)C(C)(C)C12(O)))C4(O)))C,1
824,O=C(OC2C(O)C45(CC(O)(C)C(CCC4(C(O)(C)C3C1OC1C(C)(C)C23(O)))C5(O)))C,1
825,O=C(OC2C(OC(=O)C)C45(CC(O)(C)C(CCC4(C(O)(C)C3C1OC1C(C)(C)C23(O)))C5(O)))C,1
826,O=C(OC3C(O)C1(O)(C(C(O)C(O)C1(C)(C))C(O)(C)C4CCC2C(OC(=O)C)C34(CC2(O)(C))))C,1
827,OC3CC2C(O)(C)C1CCC4C1C(O)(CC(O)C2(O)C3(C)(C))CC4(O)(C),1
828,OC3CC2C(=C1CCC4C(O)C1(CC(O)C2(O)C3(C)(C))CC4(O)(C))C,1
830,O=C(OC2C1CCC3C(O)(C)C4CC(O)C(C)(C)C4(O)(C(O)CC23(CC1(O)(C))))CC,1
831,O=C(OC2C1CCC3C(=C)C4CC(O)C(C)(C)C4(O)(C(O)CC23(CC1(O)(C))))CC,1
832,O=C(OC3C2CCC4C(O)(C)C5C1OC1C(C)(C)C5(O)(C(O)CC34(CC2(O)(C))))C(O)C,1
833,O=C(OC1C(O)C34(CC(O)(C)C(CCC3(C(O)(C)C2CC(O)C(C)(C)C12(O)))C4(O)))CC,1
834,O=C(OC1C(OC(=O)CC)C34(CC(O)(C)C(CCC3(C(O)(C)C2CC(O)C(C)(C)C12(O)))C4(O)))C,1
835,O=C(OC3C(O)C1(O)(C(CC(O)C1(C)(C))C(O)(C)C4CCC2C(O)C34(CC2(O)(C))))CC,1
836,O=C(OC4C(O)C2(O)(C(C1OC1C2(C)(C))C(O)(C)C5(O)(CCC3C(OC(=O)CC)C45(CC3(O)(C)))))C,1
837,O=C(OC1C(O)C34(CC(O)(C)C(CCC3(C(O)(C)C2CC(O)C(C)(C)C12(O)))C4(OC(=O)CC)))C,1
838,O=C(OC1C(OC(=O)CC)C34(CC(O)(C)C(CCC3(C(=C)C2CC(O)C(C)(C)C12(O)))C4(O)))C,1
841,OC2C(O)C45(CC(O)(C)C(CCC4(O)(C(O)(C)C3C1OC1C(C)(C)C23(O)))C5(O)),1
842,O=C(OC2C(O)C45(CC(O)(C)C(CCC4(O)(C(O)(C)C3C1OC1C(C)(C)C23(O)))C5(O)))C,1
843,O=C(OC2CC45(CC(O)(C)C(CCC4(C(O)(C)C3C1OC1C(C)(C)C23(O)))C5(OC(=O)C)))C,1
844,O=C(OC2CC45(CC(O)(C)C(CCC4(C(O)(C)C3C1OC1C(C)(C)C23(O)))C5(O)))C,1
845,OC2CC45(CC(O)(C)C(CCC4(C(O)(C)C3C1OC1C(C)(C)C23(O)))C5(O)),1
