O=CC
[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C
O=C1NC(=O)CC(=O)N1
n2cnn3c(nc(c1ccccc1)c(c23)CCOCC)N
O=C(O)c1ccc(cc1)NN=C2C=CC(=O)C(=C2)C(=O)O
c1ccccc1
Nc1ccc(cc1)c2ccc(N)cc2
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
o1ccc2ccccc12
n1c(nc(nc1N)c2ccccc2)N
O=C(O)c1ccccc1
O=C(c1ccccc1)C(O)c2ccccc2
n1[nH]nc2ccccc12
O=C(OCc1ccccc1)C
OCc1ccccc1
C(=NCc1ccccc1)=S
N#CSCc1ccccc1
O=C(N)Cc1c([O-])on[n+]1Cc2ccccc2
OCC(CO)(CBr)CBr
O(CCl)CCl
n1cc(cc(c1Oc3ccc(Oc2ncc(cc2Cl)Cl)cc3)Cl)Cl
O=[N+]([O-])c3ccc(c2nc1ccccc1c(n2)N(CCO)CCO)s3
OCCN(c2nc(nc1ccccc12)c3cccs3)CCO
OC(C)CNCC(O)C
Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C
O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)
O=[N+]([O-])c1cc(ccc1(NC))N(CCO)CCO
O=[N+]([O-])c1cc(ccc1(NCCO))N(CCO)CCO
C(Cl)(Cl)Br
CCBr
O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)
C=CC=C
OC(C)(C)C
O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)
CCCCCl
O=NN(CCCC)CCCCO
Oc1c(cc(cc1C(C)(C)C)CO)C(C)(C)C
Oc1ccc(cc1C(C)(C)C)C
O=NN(C(=N[N+](=O)[O-])N)CCCC
O=NN(C(=O)N)CCCC
Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C
Oc1ccc(cc1)C(C)(C)C
O=C(N)NCCCC
O=C1OC(C)C1
O=C1OCCC1
O=C(O)C=Cc1ccc(O)c(O)c1
O=C2c1c(ncn1C)N(C(=O)N2C)C
O=C(OC(OC(=O)c2cccc1nc(OCC)n(c12)Cc3ccc(cc3)c5ccccc5(c4nn[nH]n4))C)OC6CCCCC6
O=C1NCCCCC1
O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl
O=C(Oc1cccc2ccccc12)NC
C(Cl)(Cl)(Cl)Cl
O=NN(C(=O)N)CC(=O)O
O=C(N)NC(=O)C(CC)(CC)Br
C(=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C=C(C=CC=C(C=CC2=C(C)CCCC2(C)C)C)C
Oc1ccccc1(O)
O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)N(CC)CC
O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl
O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl
O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl
O(c1ccc(N)cc1)c2ccc(cc2)Cl
O=C1OC(O)C(=C1Cl)C(Cl)Cl
O=C(O)c1cc(ccc1Cl)S(=O)(=O)N2CC(C)CC(C)C2
O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl
Nc1ccc(c(N)c1)Cl
Nc1ccc(cc1(N))Cl
Nc1ccc(c(c1)Cl)C
FC(F)(F)CCl
O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C
O=C(NCCO)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C
O=C(c1ccccc1)CCl
O=C(Nc1ccc(cc1)C(=O)CCl)C
N#CC(C#N)=Cc1ccccc1Cl
c1ccc(cc1)Cl
FC(F)Cl
FCCl
O(C)CCl
O=C(Nc1ccc(cc1)Cl)N(C)C
n1nc4n(c1C)c3c(cc(CCc2ccc(cc2)CC(C)C)s3)C(=NC4C)c5ccccc5Cl
O=C(OC(C#C)(c1ccccc1)c2ccc(cc2)Cl)N
c1cc(ccc1Cl)Sc2cc(c(cc2Cl)Cl)Cl
C=CC(=C)Cl
N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl
O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))CCCl
O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl
O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)
N#CNC(=NC)NCCSCc1nc[nH]c1C
O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C
O=C(O)CC(O)(C(=O)O)CC(=O)O
O=C2C1=COC(C)C(C1=C(C(=O)C2(=C(O)O))C)C
O=C(O)C(OCc1ccc(cc1)c2ccc(cc2)Cl)(C)C
O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C
OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)
O=C3N=C(c1cccc(O)c1)c2ccc(cc2N3C(C)C)C
O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C
O(c1ccc(N)c(c1)C)C
O(c1ccc(cc1(N))C)C
O=CC=CC
N#CN=C(N)N
N=C1N=C2OC3C(O)C(OC3(N2(C=C1)))CO
OCC8OC7OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(OC4(CO))OC5C(O)C(O)C(OC5(CO))OC6C(O)C(O)C(OC6(CO))OC8(C(O)C7(O))
O=C1CCCCC1
ON=C1CCCC1
O=P1(OCCCN1)N(CCCl)CCCl
O=C1NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N(C)CC(=O)N(C)C(C(=O)NC(C(=O)N(C)C(C(=O)NC1C)CC(C)C)C(C)C)CC(C)C)CC)C(O)C(C)CC=CC)C(C)C)CC(C)C)CC(C)C)C
O=C(N)C1=NC=NC1(=NNN(C)C)
O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2
c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl
O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br
O=C(OCC(=O)C35(N=C(OC5(CC2C4CCC1=CC(=O)C=CC1(C)C4(C(O)CC23(C))))C))C
O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))
O=C(OC3CC2=CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3))C
O=C(OC3CC4CN2CCc1c5ccccc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6
O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)
O=C(N(c3cccc2c1ccccc1Cc23)C(=O)C)C
O=C(OCC=C)c1ccccc1(C(=O)OCC=C)
O=NN(CC=C)CC=C
O=[N+]([O-])c1oc(cc1)c2nc(nc(n2)N)N
Nc1ccc(c(N)c1)C
O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C
n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C
O1c3ccccc3(Oc2ccccc12)
o2c1ccccc1c3ccc(N)cc23
C(C(CBr)Br)Cl
OC(CBr)C(O)C(O)C(O)CBr
C(CBr)Br
n1cccc2c1cc(cc2Br)Br
O=NN(C(=O)NCCCC)CCCC
FC(C)(Cl)Cl
O=C(O)C(Cl)Cl
C(#CCl)Cl
c1ccc(c(c1)Cl)Cl
c1cc(ccc1Cl)Cl
Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl
O1c3ccc(cc3(Oc2ccc(cc12)Cl))Cl
FC(F)(Cl)Cl
CC(Cl)Cl
C(CCl)Cl
Oc1ccc(cc1Cl)Cl
O=C(O)COc1ccc(cc1Cl)Cl
O=P(OC=C(Cl)Cl)(OC)OC
N(C(NC1CCCCC1)=S)C2CCCCC2
O3C4CC5C2CC(C1OC12)C5(C34)
O1C2C1C3C4C2C5C3C6(C4(C(C5(C6(Cl)Cl)Cl)Cl)Cl)Cl
O1CC1C2OC2
n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl
O=C(N(CC)CC)C
O=C(NC(=O)C)N(CC)CC
O=CN(CC)CC
O=C(OCC)C=CC(=O)OCC
Oc1ccc(cc1)C(=C(c2ccc(O)cc2)CC)CC
N(C(NCC)=S)CC
O=C(O)C(N)(CCCN)C(F)F
O(c2cccc(OCC1OC1)c2)CC3OC3
O=C1NC(=NCN1C2OC(CO)C(O)C2(O))N
O=C1NC(Nc2ccccc12)c3ccc([N+](=O)[O-])s3
O=NN1OCC=CC1
O=C2Oc1ccccc1CC2
O1c2ccc(cc2(OC1))CCC
O=C1OC(C(=O)N1)(C)C
O=C(NC)CSP(OC)(OC)=S
O=C(OC1OC(OC(C)C1)C)C
O(c2ccc(OC)c(C=Cc1ccc(N)cc1)c2)C
O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2
O=C2Oc1cc(OC)cc(OC)c1C3=C2CCC3
O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))
O=C(NCCSP(OC)(OC)=S)C
N(=Nc1ccc(cc1)N(C)C)c2ccccc2
O=NN(C(=O)c1ccccc1(C(=O)N(N=O)C))C
O=[P+](OC)OC
O=P(OC)(OC)N1CCOCC1
O=[N+]([O-])c1oc(cc1)c2nc(cc(n2)C)C
O=[N+]([O-])c1cnc(n1C)C
O=C(OC)c1ccc(cc1)C(=O)OC
O=C(N(C)C)C
O=[N+]([O-])c2oc(C=Cc1nnc(o1)NCN(C)C)cc2
c1ccc(cc1)N(C)C
O=C1NC(=O)C(C(=O)N1)(C)C
[O-][N+](C)(C)CCCCCCCCCCCC
O=CN(C)C
O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2
O=[N+]([O-])N(C)C
C(=C(C)C)Cl
O=[N+]([O-])c1cc(c(OS(=O)(=O)C)c(c1)C(C)(C)C)[N+](=O)[O-]
O=NN1CCN(N=O)CCC1
O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]
O1CCOCC1
O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S
O=NN(CCCCC)CCCCC
c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3
NC(NNC(N)=S)=S
NC(C(N)=S)=S
O=C1OC(C(OCC(=O)CCCCCCCCCCCC)=C1(O))C(O)CO
O=C(O)C(N)Cc1ccc(O)c(O)c1
O=C1N(c3ccc(cc3(C(=NC1(O))c2ccccc2(F)))Cl)CCO
O=C1Oc3c(O)c(O)cc4C(=O)Oc2c(O)c(O)cc1c2c34
O1CC1CCl
O1CC1CC
n1nc2n(c1)c4ccc(cc4(C(=NC2)c3ccccc3))Cl
C#CC3(O)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C)))
O=C(O)C(N)CCSCC
O=C(N)Nc1ccc(OCC)cc1
O(c1ccc2NC(C=C(c2(c1))C)(C)C)CC
O=C(OCC)C=C
OCC
[O-][N+](=NCC)CC
[O-][N+](=NC)CC
O=C(O)C(N)CSCC
c1cc(ccc1CC)C(c2ccc(cc2)CC)C(Cl)Cl
O=C(OCC)C2OC2(c1ccccc1)(C)
O=C1OC(C(OCC)=C1(O))C(O)CO
c1ccc(cc1)CC
O1CC1
N1C(NCC1)=S
OCC(CC)CCCC
O=C(OCC(CC)CCCC)c1ccccc1(C(=O)OCC(CC)CCCC)
O=NN(C(=O)NCCO)CC
O=NN(C(=O)NCC(=O)C)CC
N#CN(N=O)CC
O=C(N)NC(=O)C(c1ccccc1)CC
O=C(OC4C=C3CCC2C(CCC1(C)(C2(CCC1(C#C)(OC(=O)C))))C3CC4)C
O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC
Oc1ccc(cc1(OC))CC=C
O(c1ccc(c(c1)C)SC)P(OC)(OC)=S
N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3
Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3
O=C(Nc1cccc(c1)C(F)(F)F)N(C)C
O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F
O=C(Nc1ccc(cc1)c2ccc(F)cc2)C
O=NN(C(=O)N)CCF
O=C(O)CC(O)CC(O)C=Cc3c(c1ccc(F)cc1)c2ccccc2n3C(C)C
O=C
O=CNNc1nc(cs1)c2occc2
O=CNNc1nc(cs1)C
O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]
O=CNNC(N)=S
O=C(O)CC(C(=O)O)CC(=O)OC(CC(C)CCC)C(OC(=O)CC(C(=O)O)CC(=O)O)CC(C)CC(O)CCCCC(O)CC(O)C(N)C
O=C(N)NN=Cc1occc1
o1cccc1
O=Cc1occc1
O=C(OC2C(O)C4OC1C=C(C(=O)C(O)C1(CO)C2(C)C34(OC3))C)C
O=C(O)c1cc(O)c(O)c(O)c1
OCC(C)(C)CCCCCCC(C)(C)CO
O=C(O)C(C)(C)CCCOc1cc(ccc1C)C
n1c(N)ccc2nc3c(cccn3(c12))C
n2c(N)ccc3nc1ccccn1c23
OCC(O)CCl
OCC1OC1
O=C(O)CN
O=C(O)C4(C)(CCC5(C)(CCC2(C(=CC(=O)C1C3(C)(CCC(O)C(C)(C)C3(CCC12(C))))C5(C4))(C)))
Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)
N1CCCCCCC1
NCCCCCCC
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl
C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl
Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl
N12(CN3CN(C1)CN(C2)C3)
OCN(c1nc(nc(n1)N(CO)CO)N(CO)CO)CO
O=P(N(C)C)(N(C)C)N(C)C
Oc1c(cc(OCCCCCC)c(c1C)C)C
O=NN(C(=O)N)CCCCCC
Oc1ccc(c(O)c1)CCCCCC
n1c(csc1NN)c2ccc(N)cc2
O=[N+]([O-])c1oc(cc1)c2nc(NN)sc2
O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2
n1c(csc1NN)c2ccccc2
c1ccc(cc1)NNc2ccccc2
FC(F)(F)C(Cl)Cl
O=S(=O)(N)c1cc2c(cc1Cl)NCNS2(=O)(=O)
O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)
O=C(N(O)c1ccc(cc1)c2ccccc2)C
O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C
Oc1cc(ccc1(N))c2ccccc2
O=C1c3ccccc3(C(=O)c2c(O)cccc12)
O=C2N(N=Cc1oc(cc1)[N+](=O)[O-])CCN2CCO
O=NN(C(=O)NCC)CCO
O=NN(C(=O)N)CCO
O=[N+]([O-])c3ccc(c2nc1ccccc1c(n2)NCCO)s3
O=NN(C(=O)N)CCCO
Oc1cccc2cccnc12
OC(C=C)c1ccc2OCOc2(c1)
O=C(O)C(c1ccc(cc1)CC(C)C)C
O=C1NC(=O)CN(C1)CC(N2CC(=O)NC(=O)C2)C
O=C(N)CCCCn1nc(cc1)NC(=NCC(F)(F)F)N
O=C3NN=C(c1ccc2NC(=O)C(c2(c1))(C)C)CC3
O=C(O)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C
O=C(N)CI
C(I)(I)I
n1cccc3c1ccc2c3(nc(N)n2C)
O=C1OC2CC[N+]3([O-])(CC=C(COC(=O)C(O)(CO)C(C)CC1(=CC))C23)
C=C(C)C
O=NOCC(C)C
O=NN(C(=N[N+](=O)[O-])N)CC(C)C
O=S(c3ccc(c1nc2ccncc2([nH]1))c(OC)c3)C
O=C(NN)c1ccncc1
O=C1C=C(C)CC(C)(C)C1
O=P1(OCCCN1(CCCl))(NCCCl)
OC(C)C
O=C(OC(C)C)Nc1cccc(c1)Cl
O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3
O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
O=C(O)C(c1cccc(c1)C(=O)c2ccccc2)C
O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C
C=C(C)C1CC=C(C)CC1
O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))
O=C(O)c1nn(c2ccccc12)Cc3ccc(cc3Cl)Cl
O=C2C(=C(O)Nc1ncccc1)N(C)S(=O)(=O)c3cc(Cl)sc23
O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C)CC(O)C3
OCc3nc(NCCCOc1cccc(c1)CN2CCCCC2)n(n3)C
O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC
O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S
O=C1C=CC(=O)NN1
OCC(O)C(O)C(O)C(O)CO
OC(CNCCCl)C(O)C(O)C(O)CNCCCl
n1cc(nc3c1ccc2c3(nc(N)n2C))C
n1c(nc(nc1N)N)N
O=C2c1ccccc1S(=O)(=O)N(C2=C(O)Nc3ncc(C)s3)C
O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl
OC1CC(C)CCC1(C(C)C)
OC(c1ccccc1)(c2ccc(OCCN(CC)CC)cc2)Cc3ccc(OC)cc3
c1ccc2c(c1)NC(=S)S2
n1c[nH]c2c1NC=NC2=S
O=P(N1CC1C)(N2CC2C)N3CC3C
n1ccccc1N(Cc2occc2)CCN(C)C
c1ccc(cc1)N(Cc2cccs2)CCN(C)C
C1=CN(C(N1)=S)C
O=C(O)C(N)CCSC
O=C(O)CCC(NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3(N))N)C(=O)O
o2c1ccccc1c3cc(OC)c(N)cc23
Oc1cccc(OC)c1(O)
O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C
Oc1ccc(OC)cc1
O=C1Oc2c(OC)c3occc3(cc2(C=C1))
[O-][N+](=NCC)C
CBr
O(C)C(C)(C)C
O=C(OC)N
O=C(OC)NN
O=C(OC)C(Oc1ccc(cc1)c2ccc(cc2)Cl)(C)C
N(=Nc1cccc(c1)C)c2ccc(cc2)N(C)C
O=Nc1ccc(cc1)N(N=O)C
O=C(OC)CCCCCCCC=CC=CC(OO)CCCCC
O=C(OC)CCCCCCCC=CCC=CCCCCC
O=C(OC)C(=C)C
O=NN(C(=N[N+](=O)[O-])N)C
O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])C))
O=C2NC(C)CN2(N=Cc1oc(cc1)[N+](=O)[O-])
O=NN(C(=O)c1ccccc1)C
O=NN(C(=O)NCCCC(N)C(=O)O)C
O=NN1CCCCC1C
O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1
O=C1N(C)CCC1
OC(c1ccccc1)C
Oc1ccc(cc1(O))C
c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)
Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl
Nc1ccc(cc1C)Cc2ccc(N)c(c2)C
C(Cl)Cl
c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C
Oc1c(cc(cc1C(C)(C)C)C)Cc2cc(cc(c2(O))C(C)(C)C)C
N(=C(N)N)C
O=C1N=C(N)Nc2ncn(c12)C
Oc1ccc(O)c(c1)C
O=[N+]([O-])CN
O=NN(C)CCCC(O)c1cnccc1
O=NN(C)CCCC(=O)c1cnccc1
N#CN(N=O)C
n1cccc2cc(ccc12)C
n1cccc2cccc(c12)C
N=2c1ccccc1Sc4ccc(cc4(C=2N3CCN(C)CC3))C
O=[N+]([O-])c1cnc(n1CCO)C
O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC
O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C
C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)
O=C(OC)CCCCCCC1C(=O)CC(O)C1(C=CCC(O)(C)CCCC)
O=C(OCC4C=1C(=O)C(N)=C(C(=O)C=1N3CC2NC2C34(OC))C)N
O=C(O)CCl
O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(O)(C)C1C)C23
O=[N+]([O-])c4ccc(c2nc1ccccc1c(n2)N3CCOCC3)s4
O=C(O)C(Oc1ccc(cc1)C3c2ccccc2CCC3)(C)C
O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC
Nc1cccc2c(N)cccc12
Nc1ccc2ccccc2(c1)
O=C(Nc1c(cccc1C)C)CN2C(=O)CCC2
n1cccc(c1)C2N(C)CCC2
O=C(Nc1ncc([N+](=O)[O-])s1)NCC
O=C(O)CN(CC(=O)O)CC(=O)O
O=[N+]([O-])c1ccc(OC)c(N)c1
O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]
O=[N+]([O-])c1oc(cc1)C(=NO)N
O=C(OC(OC(=O)C)c1oc(cc1)[N+](=O)[O-])C
O=[N+]([O-])c1oc(cc1)c3cnc2ccccn23
O=C1OC(=NN1)c2oc(cc2)[N+](=O)[O-]
O=C(NCc1nc(no1)c2oc(cc2)[N+](=O)[O-])C
O=C(Nc2nnc(c1oc(cc1)[N+](=O)[O-])s2)C
O=[N+]([O-])c1oc(cc1)c2ncsc2
O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C
O=CNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]
O=C(Nc1nc(nc(n1)c2oc(cc2)[N+](=O)[O-])NC(=O)C)C
O=[N+]([O-])C(=CCC)CC
O=[N+]([O-])c1ccc(N)c(N)c1
O=[N+]([O-])c3ccc2c1c3(cccc1CC2)
O=[N+]([O-])c1ccc(N)cc1
O=[N+]([O-])c1ccccc1(OC)
O=C(O)c1ccc(cc1(N))[N+](=O)[O-]
O=[N+]([O-])c1ccccc1
O=C(O)c1ccc(cc1)[N+](=O)[O-]
O=[N+]([O-])CCCC
O=[N+]([O-])C(C)CC
O=[N+]([O-])CC
O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2
O=[N+]([O-])c2ccc3c1ccccc1Cc3(c2)
O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])
O=C2NCCN2(N=Cc1oc(cc1)[N+](=O)[O-])
N(C)(CCCl)CCCl
O=[N+]([O-])C
O=[N+]([O-])c2cccc1ccccc12
O=[N+]([O-])C(CC)CC
O=[N+]([O-])CCC
O=[N+]([O-])C(C)C
O=C(O)CC[N+](=O)[O-]
O=[N+]([O-])c4ccc1ccc2cccc3ccc4(c1c23)
O=[N+]([O-])c1ccc2ncccc2(c1)
O=[N+]([O-])c2cccc1cccnc12
O=NN(C(=O)Oc1ccccc1(OC(C)C))C
O=NN(CCCC(F)(F)F)CCCC(F)(F)F
O=NN1C(=O)NC(=O)C(C)C1
O=NN1C(=O)NC(=O)CC1
O=NN(CC(O)C)CC(O)CO
O=NC(O)C(O)CNCC(=O)C
O=NN(CCO)CC(O)CO
O=NN2CC(N(C(=O)c1ccccc1)C(C)C2)C
O=NN(C(=O)NCCCl)CCO
O=NN1CCOC(O)C1
O=NN(C(=O)NCCCl)CC(O)C
O=NN(CCO)CC(O)C
O=NN1CCC(O)C1
O=NN(C(=O)N)CC(C)C
O=NN(C)CCCCCCCCCCCC
O=NN(c1ccc(F)cc1)C
O=NN(c1ccc(cc1)[N+](=O)[O-])C
O=NN(C)CCc1ccccc1
O=NN(C)CCCCCCCCCCCCCC
O=NN(C)CCCCCCCCCC
O=NN(C(=O)N)C
